Name,Category,Desired Category
"adidas Men's Club 1/4 Zip Golf Vest, Polyester/Rayon in Black, Size S",Apparel & Accessories > Clothing > Outerwear > Vests,Sports;Sports/Golf;Sports/Golf/Golf Clothing;
Hatsan Vectis Lever Action PCP Air Rifle 0.22,Mature > Weapons > Guns,"Guns, Ammo & Optics;Guns, Ammo & Optics/Airguns & Blowguns;"
Duckett Fishing BD Shad Swimbait - 5in - Green Shad,Sporting Goods > Outdoor Recreation > Fishing > Fishing Tackle > Fishing Baits & Lures,Fishing;Fishing/Lures & Baits;
Smartwool Men's Everyday Diamond Jim Crew Sock - Medium - Military Olive,,Men's Accessories;Men's Accessories/Socks;
Howler Brothers Men's Clarksville Walk Short - 36 - Dark Slate,Apparel & Accessories > Clothing > Shorts,Clothing;Clothing/Pants & Bottoms;Clothing/Pants & Bottoms/Shorts;
Marmot Men's Variant Boot Top Tight,Apparel & Accessories > Clothing > Outerwear > Rain Pants,Clothing;Clothing/Underwear & Sleepwear;
"Ecco Men's S-Three Boa Golf Shoes in White/Regatta, Size 44 (US 10-10.5)",Apparel & Accessories > Shoe Accessories,Sports;Sports/Golf;Sports/Golf/Golf Shoes;
Helly Hansen Panorama Pile Block Jacket,,Clothing;Clothing/Jackets & Coats;
Rcbs Progressive Press Shellplates - Progressive Press Shellplate #11,Mature > Weapons > Gun Care & Accessories > Reloading Supplies & Equipment,"Guns, Ammo & Optics;Guns, Ammo & Optics/Gun Accessories;Guns, Ammo & Optics/Gun Accessories/Other Gun Accessories;"
Houdini Men's Leeward Jacket - Medium - Baremark Green,Apparel & Accessories > Clothing > Outerwear > Coats & Jackets,Clothing;Clothing/Jackets & Coats;
SAXX Men's Oh Buoy 2 in 1 5inch Swim Short - Small - Summer Stencil - Camo,Apparel & Accessories > Clothing > Baby & Toddler Clothing > Baby & Toddler Swimwear,Clothing;Clothing/Swimwear;
Icebreaker Men's 260 Zone LS Half Zip Top - Large - Midnight Navy,Apparel & Accessories > Clothing > Shirts & Tops,Clothing;Clothing/Shirts & Tops;Clothing/Shirts & Tops/Performance Tops;
"Under Armour Men's Rival Fleece Jogger Pants Beige Light, Medium - Men's Athletic Fleece at Academy Sports",Apparel & Accessories > Clothing > Pants,Clothing;Clothing/Pants & Bottoms;Clothing/Pants & Bottoms/Sweats & Joggers;
Berkley Flicker Shad Shallow - 2in - Racy Shad,Sporting Goods > Outdoor Recreation > Fishing > Fishing Tackle > Fishing Baits & Lures,Fishing;Fishing/Lures & Baits;
Daiwa Zakana Jig - 80g - Blue White,Sporting Goods > Outdoor Recreation > Fishing > Fishing Tackle > Fishing Baits & Lures,Fishing;Fishing/Lures & Baits;
Connelly Pure Blem Wakeboard,,Water Sports;Water Sports/Water Sports Equipment;
Hyperlite CG Wakeboard Handle w/ Fuse Mainline,Hardware > Tool Accessories > Tool Handle Wedges,Water Sports;Water Sports/Water Sports Accessories;
"Magellan Outdoors Men’s FishGear Overcast Fleece Long Sleeve 1/4 Zip Shirt Green Light, 2X-Large - Men's Longsleeve Outdoor Tops at Academy Sports",Apparel & Accessories > Clothing > Shirts & Tops,Clothing;Clothing/Fleece & Sweaters;
Mountain Hardwear Men's Canyon SS Shirt - Medium - Blue Chambray,Apparel & Accessories > Clothing > Shirts & Tops,Clothing;Clothing/Shirts & Tops;Clothing/Shirts & Tops/Casual Tops;
"Puma Men's Proadapt Alphacat Disc Golf Shoes in Peacoat/Puma Silver/Safety Yellow, Size 8",Apparel & Accessories > Shoe Accessories,Sports;Sports/Golf;Sports/Golf/Golf Shoes;
Strike King Rage Twin Tail Menace Grub - Delta Red,Sporting Goods > Outdoor Recreation > Fishing > Fishing Tackle > Fishing Baits & Lures,Fishing;Fishing/Lures & Baits;
Excalibur Charger Fail-Safe Hand Strap,,"Hunting & Shooting;Hunting & Shooting/Archery Hunting;Hunting & Shooting/Archery Hunting/Armguards, Tabs & Grips;"
FootJoy Pro|SL BOA Spikeless Golf Shoes 17011487- 12 Wide,Sporting Goods > Outdoor Recreation > Golf,Sports;Sports/Golf;Sports/Golf/Golf Shoes;
Shimano Curado BFS Casting Rod - CDC72MLBFSA,Sporting Goods > Outdoor Recreation > Fishing > Fishing Rods,"Fishing;Fishing/Rods, Reels & Combos;"
"adidas Men's Sport Collar Golf Polo Shirt, Polyester/Elastane in Crew Navy, Size S",Apparel & Accessories > Clothing > Shirts & Tops,Sports;Sports/Golf;Sports/Golf/Golf Clothing;
"ASICS Men's GEL-VENTURE 8 Trail Running Shoes Black/Black, 10.5 - Men's Running at Academy Sports",Apparel & Accessories > Shoe Accessories > Shoe Covers,Footwear;Footwear/Athletic & Sneaker Shoes;
"PUMA Softride Rift Slip-On Bold Men's Running Shoes Green Dark, 8 - Men's Active at Academy Sports",Apparel & Accessories > Shoe Accessories > Shoe Covers,Footwear;Footwear/Athletic & Sneaker Shoes;
Fitzgerald Thrift Tungsten Micro Jig - 3/4oz - Threadfin Shad,Sporting Goods > Outdoor Recreation > Fishing > Fishing Tackle > Fishing Baits & Lures,Fishing;Fishing/Lures & Baits;
Icebreaker Men's 260 Zone Legging - XL - Jet Heather / Black,Apparel & Accessories > Clothing > Baby & Toddler Clothing > Baby & Toddler Socks & Tights,Clothing;Clothing/Underwear & Sleepwear;
Helly Hansen Men's Lokka Organic Flannel LS Shirt - Small - Darkest Spruce,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing > Kimonos > Casual Kimonos,Clothing;Clothing/Shirts & Tops;Clothing/Shirts & Tops/Casual Tops;
Separator .35,,"Guns, Ammo & Optics;Guns, Ammo & Optics/Airguns & Blowguns;"
Mustad InkVader Octopus Jig - Grass - Medium - 7oz,Sporting Goods > Outdoor Recreation > Fishing > Fishing Tackle > Fishing Baits & Lures,Fishing;Fishing/Lures & Baits;
Leatt MTB 1.0 Glove,Sporting Goods > Outdoor Recreation > Cycling > Cycling Apparel & Accessories > Bicycle Gloves,Sports;Sports/Golf;Sports/Golf/Golf Accessories;
Avet SXJ G2 5.3 Single Speed Reel Silver - SXJ G2 5.3 RH Silver,Sporting Goods > Outdoor Recreation > Fishing > Fishing Reels,"Fishing;Fishing/Rods, Reels & Combos;"
Volcom USST Wordmark T-Shirt,Apparel & Accessories > Clothing > Shirts & Tops,Clothing;Clothing/Shirts & Tops;Clothing/Shirts & Tops/Tees & Tanks;
"Under Armour Men's Impulse 2 Knit Low Top Running Shoes Black/Red, 13 - Men's Running at Academy Sports",Apparel & Accessories > Shoe Accessories > Shoe Covers,Footwear;Footwear/Athletic & Sneaker Shoes;
Prana Men's Decoder Pant - 34x34 - Nomad,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing > Kimonos > Casual Kimonos,Clothing;Clothing/Pants & Bottoms;Clothing/Pants & Bottoms/Casual Pants;
Hydro Flask 21oz Standard Mouth Insulated Bottle with Standard Flex Ca,Sporting Goods > Outdoor Recreation > Camping & Hiking > Camping Tools,"Camping, Backpacking & Hiking;Camping, Backpacking & Hiking/Camping Accessories;"
Magpul Wapiti Blend T-Shirts - Wapiti Blend T-Shirt 3xl Charcoal,Apparel & Accessories > Clothing Accessories > Arm Warmers & Sleeves,Clothing;Clothing/Shirts & Tops;Clothing/Shirts & Tops/Tees & Tanks;
"Under Armour Men's Charged Assert 9 Running Shoes Black/White, 14 - Men's Running at Academy Sports",Apparel & Accessories > Shoe Accessories > Shoe Covers,Footwear;Footwear/Athletic & Sneaker Shoes;
"Greg Norman ML75 Microlux Stretch Shorts 12074572- Sterling 30""",Sporting Goods > Outdoor Recreation > Golf,Sports;Sports/Golf;Sports/Golf/Golf Clothing;
Saola Men's Sequoia Shoe - 10 - Black,,Footwear;Footwear/Sandals;
"5.11 Tactical Men's Norris Sneaker Shoes (Blk/Wdln Cam), Size 13",Toys & Games > Games > Battle Top Accessories,Footwear;Footwear/Casual Sneakers & Shoes;
"Beretta | Busa Logo T-Shirt in Stone, Cotton, Size: XL",Apparel & Accessories > Clothing > Shirts & Tops,Clothing;Clothing/Shirts & Tops;Clothing/Shirts & Tops/Tees & Tanks;
Volcom Hotlapper Snowboard Pants,Apparel & Accessories > Clothing > Pants,Winter Sports;Winter Sports/Winter Sports Pants;
"Nike Men's React Infinity Run Flyknit 3 Running Shoes Black/White, 8.5 - Men's Running at Academy Sports",Apparel & Accessories > Shoe Accessories > Shoe Covers,Footwear;Footwear/Athletic & Sneaker Shoes;
Castelli Avanti 12 Socks,Apparel & Accessories > Clothing > Underwear & Socks > Socks,Men's Accessories;Men's Accessories/Socks;
Louis Garneau Klondike M3 Shoe - 45 - Black,Sporting Goods > Outdoor Recreation > Cycling > Cycling Apparel & Accessories > Bicycle Shoe Covers,Biking;Biking/Bike Accessories;
Eagle Claw X Long Shank Offset Hook - Size 2 - 066A 2,Sporting Goods > Outdoor Recreation > Fishing > Fishing Tackle > Fishing Hooks,Fishing;Fishing/Lures & Baits;
Beretta | Sako Quad Barrel Hunting .22Lr With Sights in Gun Accessories,Mature > Weapons > Gun Care & Accessories,"Guns, Ammo & Optics;Guns, Ammo & Optics/Gun Parts & Kits;Guns, Ammo & Optics/Gun Parts & Kits/Gun Parts;"
Norrona Men's Falketind Aero60 Hood - XL - Sulphur Spring / North Atlantic,Apparel & Accessories > Clothing > Outerwear > Coats & Jackets,Clothing;Clothing/Jackets & Coats;
Bobby Jones eFX Performance Cotton Solid Short Sleeve Polo 12146517-,Sporting Goods > Outdoor Recreation > Golf,Sports;Sports/Golf;Sports/Golf/Golf Clothing;
Yum Christie Critter - 4.5in - Green Pumpkin/Purple Flake,Sporting Goods > Outdoor Recreation > Fishing > Fishing Tackle > Fishing Baits & Lures,Fishing;Fishing/Lures & Baits;
"Sun Mountain Eco-Lite Cart Bag 2022 in Gunmetal/Spruce/Aztec, Size 20 oz",Sporting Goods > Outdoor Recreation > Golf > Golf Bag Accessories > Golf Bag Carts,Sports;Sports/Golf;Sports/Golf/Golf Accessories;
FootJoy Club Casual Spikeless Golf Shoes 11004690- 7 X-Wide Brown,Sporting Goods > Outdoor Recreation > Golf,Sports;Sports/Golf;Sports/Golf/Golf Shoes;
Jet Pilot Dylan Ayala Signature Pro Wakesurfer,,Water Sports;Water Sports/Water Sports Equipment;
Rehall Rogers PWR Hoodie,,Clothing;Clothing/Hoodies & Sweatshirts;
Beretta | Team Cap in Blue,Apparel & Accessories > Clothing Accessories > Hats,Men's Accessories;Men's Accessories/Hats & Beanies;
Callaway Rogue St Pro Hybrids in White | Right,Sporting Goods > Outdoor Recreation > Golf > Golf Clubs,"Sports;Sports/Golf;Sports/Golf/Drivers, Woods & Hybrids;"
Blackhawk Storm Single-Point Tactical Sling - Storm Single-Point Sling,Mature > Weapons > Gun Care & Accessories > Gun Slings,"Guns, Ammo & Optics;Guns, Ammo & Optics/Gun Accessories;Guns, Ammo & Optics/Gun Accessories/Other Gun Accessories;"
Icebreaker Men's Dawnder LS Flannel Shirt Plaid - XL - Midnight Navy,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing > Kimonos > Casual Kimonos,Clothing;Clothing/Shirts & Tops;Clothing/Shirts & Tops/Casual Tops;
FootJoy FJ Flex XP Spikeless Golf Shoes 16006676- 9 Medium,Sporting Goods > Outdoor Recreation > Golf,Sports;Sports/Golf;Sports/Golf/Golf Shoes;
"Beretta | Smartech Fleece Vest in Navy, Fleece/Wool/Polartec, Size: XL",Apparel & Accessories > Clothing > Baby & Toddler Clothing > Baby & Toddler Tops,Clothing;Clothing/Fleece & Sweaters;
Roark Men's Shorey Barra Boardshort - Small - Agave Blue,Apparel & Accessories > Clothing > Swimwear,Clothing;Clothing/Swimwear;
Salomon S/Lab Phantasm Shoe - 7 - Racing Red / Racing Red / Racing Red,Cameras & Optics > Cameras > Trail Cameras,Footwear;Footwear/Running Shoes;
Mcfadden Machine Co. Lightnin' Grip Loader Adapters - Adapter Sig Sauer 226,Mature > Weapons > Gun Care & Accessories > Gun Lights,"Guns, Ammo & Optics;Guns, Ammo & Optics/Gun Parts & Kits;Guns, Ammo & Optics/Gun Parts & Kits/Gun Parts;"
Molix Sidus Worm - 5.7in - Watermelon/Red Black Flake,Sporting Goods > Outdoor Recreation > Fishing > Fishing Tackle > Fishing Baits & Lures,Fishing;Fishing/Lures & Baits;
"Asics Men's Gel Course Glide Golf Shoes in Black/Silver, Size 7.5",Apparel & Accessories > Shoe Accessories,Sports;Sports/Golf;Sports/Golf/Golf Shoes;
Blizzard Black Pearl 88 Skis,,Winter Sports;Winter Sports/Skiing;Winter Sports/Skiing/Skis;
Columbia Men's Super Terminal Tackle LS Shirt - Large - Cool Grey Pfg Camo,Apparel & Accessories > Clothing > Shirts & Tops,Fishing;Fishing/Fishing Apparel;
Outkast Tackle Pro Swim Jig - 1/4oz - Shell Cracker,Sporting Goods > Outdoor Recreation > Fishing > Fishing Tackle > Fishing Baits & Lures,Fishing;Fishing/Lures & Baits;
Eddie Bauer First Ascent Men's Evertherm Downdraft Hoodie - Medium - Black,Apparel & Accessories > Clothing > Outerwear > Coats & Jackets,Clothing;Clothing/Jackets & Coats;
Z-Man Bang Stickz - 5.75in - Coppertreuse,Sporting Goods > Outdoor Recreation > Fishing > Fishing Tackle > Fishing Baits & Lures,Fishing;Fishing/Lures & Baits;
Obermeyer Teen Boy's Avery Flannel Jkt - S - Mey Plaid,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing > Kimonos > Casual Kimonos,Clothing;Clothing/Shirts & Tops;Clothing/Shirts & Tops/Casual Tops;
Osprey Arcane Tote Pack,Luggage & Bags > Luggage Accessories > Travel Pouches,"Men's Accessories;Men's Accessories/Bags, Backpacks & Duffles;"
The North Face Arroyo L/S Flannel,Apparel & Accessories > Clothing > Shirts & Tops,Clothing;Clothing/Shirts & Tops;Clothing/Shirts & Tops/Casual Tops;
Quiksilver Deli Palm Shirt,Apparel & Accessories > Clothing > Shirts & Tops,Clothing;Clothing/Shirts & Tops;Clothing/Shirts & Tops/Casual Tops;
Inov8 Men's RocFly G 390 Shoe - 10.5 - Black/Blue,,Footwear;Footwear/Hiking Shoes;
Obermeyer Men's Boulder Fleece Top - Medium - Rogue Camo,Apparel & Accessories > Clothing > Outerwear > Coats & Jackets,Clothing;Clothing/Fleece & Sweaters;
Ronix Flyweight Skimmer Wakesurfer,,Water Sports;Water Sports/Water Sports Equipment;
"Under Armour Boy’s Armour Fleece Jogger Pant Gray, X-Small - Boy's Fleece at Academy Sports",Apparel & Accessories > Clothing > Pants,Clothing;Clothing/Pants & Bottoms;Clothing/Pants & Bottoms/Sweats & Joggers;
Icebreaker ICL Realfleece Sherpa Mitten,Apparel & Accessories > Clothing > Outerwear,Men's Accessories;Men's Accessories/Gloves & Mittens;
"adidas Men's Go-To Camo Print Golf Polo Shirt, Cotton/Polyester/Elastane in Quiet Crimson/Bliss Lilac, Size S",Apparel & Accessories > Clothing > Shirts & Tops,Sports;Sports/Golf;Sports/Golf/Golf Clothing;
"5.11 Tactical Men's Defender-Flex Range Pant (Brown Duck), Size 38/30",Apparel & Accessories > Clothing > Pants,Clothing;Clothing/Pants & Bottoms;Clothing/Pants & Bottoms/Casual Pants;
The North Face Men's First Trail UPF LS Shirt - Small - Banff Blue,,Clothing;Clothing/Shirts & Tops;Clothing/Shirts & Tops/Casual Tops;
"Under Armour Men's UA Armour 1/4-Zip Pullover Gray, Small - Men's Athletic Fleece at Academy Sports",Apparel & Accessories > Clothing > Outerwear,Clothing;Clothing/Fleece & Sweaters;
Darn Tough Men's Hunter Over the Calf Extra Cushion Sock - XS - Forest,Apparel & Accessories > Clothing > Underwear & Socks > Socks,Men's Accessories;Men's Accessories/Socks;
FootJoy Premiere Speed Saddle Golf Shoes 12153979- 7 Medium,Sporting Goods > Outdoor Recreation > Golf,Sports;Sports/Golf;Sports/Golf/Golf Shoes;
Korkers OmniTrax V3.0 Triple Threat Aluminum Bar Sole Size 11,Sporting Goods > Outdoor Recreation > Fishing > Fishing & Hunting Waders,Footwear;Footwear/Fishing & Water Shoes;
Evolv Men's Rebel Shoe - 9.5 - Night,,Footwear;Footwear/Casual Sneakers & Shoes;
FootJoy Club Casuals Loafer Shoes 1988053- 8 Wide Black,Sporting Goods > Outdoor Recreation > Golf,Sports;Sports/Golf;Sports/Golf/Golf Shoes;
Forster Power Case Trimmer - 17 Caliber Cutter Shaft For Power Case Trimmer,Mature > Weapons > Gun Care & Accessories > Reloading Supplies & Equipment,"Guns, Ammo & Optics;Guns, Ammo & Optics/Gun Parts & Kits;Guns, Ammo & Optics/Gun Parts & Kits/Gun Parts;"
Smartwool Men's Merino 150 Boxer - Large - Deep Navy,Apparel & Accessories > Clothing > Underwear & Socks > Underwear,Clothing;Clothing/Underwear & Sleepwear;
Columbia Men's Pebble Peak Down Hooded Jacket - Small - City Grey,Apparel & Accessories > Clothing > Outerwear > Coats & Jackets,Clothing;Clothing/Jackets & Coats;
"Greg Norman Collection Men's Freedom Micro Pique Stretch Golf Polo, Spandex/Polyester in Waterfall, Size 3XL",Apparel & Accessories > Clothing > Shirts & Tops,Sports;Sports/Golf;Sports/Golf/Golf Clothing;
Burton Covert Snowboard Jacket,,Winter Sports;Winter Sports/Winter Sports Coats & Jackets;
"PRCTZ Adjustable Tactical Weight Vest Black, 25 Lbs - Hand Exer. Equip. at Academy Sports",Apparel & Accessories > Clothing > Outerwear > Vests,Clothing;Clothing/Vests;
Husk Breaktime Beaker Yellow,Home & Garden > Kitchen & Dining > Tableware > Drinkware > Mugs,"Camping, Backpacking & Hiking;Camping, Backpacking & Hiking/Camp Kitchen & Bath;"
"Changes Men's Yellowstone Bucking Bronco Graphic T-Shirt Black, 2X-Large - Men's Outdoor Graphic Tees at Academy Sports",Apparel & Accessories > Clothing > Shirts & Tops,Clothing;Clothing/Shirts & Tops;Clothing/Shirts & Tops/Tees & Tanks;
BSRabbit WD Cross Box Track Snowboard Pants,Apparel & Accessories > Clothing > Pants,Winter Sports;Winter Sports/Winter Sports Pants;
"MegaStrike 4"" Fat Shad Swim Baits Laminate Smoke Shad - FS-114 Laminate Smoke Shad",Sporting Goods > Outdoor Recreation > Fishing,Clothing;Clothing/Swimwear;
ECCO Golf Core Spikeless Golf Shoes 17003364- 47 (U.S. Mens 13-13.5),Sporting Goods > Outdoor Recreation > Golf,Sports;Sports/Golf;Sports/Golf/Golf Shoes;
PUMA Ignite PWRADAPT Caged Golf Shoes 12119839- 11 Medium Peacoat/Puma,Sporting Goods > Outdoor Recreation > Golf,Sports;Sports/Golf;Sports/Golf/Golf Shoes;
Nike Air Zoom Victory Tour 2 Golf Shoes 17007427- 8 Wide,Sporting Goods > Outdoor Recreation > Golf,Sports;Sports/Golf;Sports/Golf/Golf Shoes;
NILS Jan Long Ski Pants,Apparel & Accessories > Clothing > Pants,Winter Sports;Winter Sports/Winter Sports Pants;
"Under Armour Men's Rival Fleece Jogger Pants Black, X-Large - Men's Athletic Fleece at Academy Sports",Apparel & Accessories > Clothing > Pants,Clothing;Clothing/Pants & Bottoms;Clothing/Pants & Bottoms/Sweats & Joggers;
Prana Men's Stretch Zion II 10 Inch Short - 31 - Black,Apparel & Accessories > Clothing > Shorts,Clothing;Clothing/Pants & Bottoms;Clothing/Pants & Bottoms/Shorts;
Adidas Classic 3-Stripes 4.0 Backpack,Luggage & Bags,"Men's Accessories;Men's Accessories/Bags, Backpacks & Duffles;"
Callaway Chev 14 Cart Bag 2022 in White,Sporting Goods > Outdoor Recreation > Golf > Golf Bag Accessories > Golf Bag Carts,Sports;Sports/Golf;Sports/Golf/Golf Accessories;
"Beretta | Stryker Combat Shirt in Mojave Desert, Cotton/Polartec/Velcro, Size: 2XL",Apparel & Accessories > Clothing > Shirts & Tops,Hunting & Shooting;Hunting & Shooting/Hunting Clothing;Hunting & Shooting/Hunting Clothing/Hunting Shirts & Tops;
Redding Seater Dies - Seater Die 240 Weatherby Mag,Mature > Weapons > Gun Care & Accessories > Reloading Supplies & Equipment,"Guns, Ammo & Optics;Guns, Ammo & Optics/Ammo & Storage;Guns, Ammo & Optics/Ammo & Storage/Reloading Supplies;"
Burton Melter Cap,,Men's Accessories;Men's Accessories/Hats & Beanies;
"PUMA Tailored Jackpot Golf Pants 14032947- Antique Bronze 30"" 34""",Sporting Goods > Outdoor Recreation > Golf,Sports;Sports/Golf;Sports/Golf/Golf Clothing;
Cobra Radspeed Driver in Blue | Right | Size S | 9.0,Sporting Goods > Outdoor Recreation > Golf > Golf Clubs,"Sports;Sports/Golf;Sports/Golf/Drivers, Woods & Hybrids;"
Ameriglo Haven  Handgun Red Dot Sights - Haven  Red Dot Sight 5.0 Moa Dot Reticle Black,Mature > Weapons > Gun Care & Accessories > Gun Cleaning,"Guns, Ammo & Optics;Guns, Ammo & Optics/Gun Accessories;Guns, Ammo & Optics/Gun Accessories/Other Gun Accessories;"
"Puma Men's Ignite Fasten8 Golf Shoes, Nylon in Navy/Silver/Quiet Shade, Size 13",Apparel & Accessories > Shoe Accessories,Sports;Sports/Golf;Sports/Golf/Golf Shoes;
"Puma Men's Mattr Foliage Golf Polo, Polyester/Elastane in Dusty Aqua/Purple Charcoal, Size S",Apparel & Accessories > Clothing > Shirts & Tops,Sports;Sports/Golf;Sports/Golf/Golf Clothing;
