,Pid,Name,ShortDescription,Description,CategoryId,Category,ImageURL,Dudedeals Category (Dudedeals Classification),Price,PriceCurrency,SalePrice,FinalPrice,IsInStock,Keywords,Brand,Manufacturer,MPN,UPCorEAN,SKU,Color,Gender,Size,Condition,DeepLinkURL,LinkUrl
9997,185857.156052.20C5.BA11CADEE9BD3712.4418826,Callaway Chev 14 Cart Bag 2022 in White,,"html-body [data-pb-style=C33PQE4]{justify-content:flex-start;display:flex;flex-direction:column;background-position:left top;background-size:cover;background-repeat:no-repeat;background-attachment:scroll}The Callaway Chev 14 Cart Bag features a 14-way arched top that keeps your clubs well organized and accessible, regardless of whether your bag is standing straight up or leaning at an angle. Ample storage room is made possible by 5 font-facing pockets, including 2 large apparel pockets and a velour lined valuables pocket with a waterproof zipper. Callaway Chev 14 Cart Bag Features: 14-Way arched top with full-length dividers 5 Front facing pockets 2 Large apparel pockets Velour-lined valuables pocket with waterproof zipper Lightweight, durable ripstop fabric Hook and loop glove attachment Towel loop Umbrella catch and cinch Rain hood included Weight: 4.3 lbs Authorized Callaway Retailer Buy Callaway Cart Bags | Callaway Chev 14 Cart Bag 2022 in White",4537,Sporting Goods > Outdoor Recreation > Golf > Golf Bag Accessories > Golf Bag Carts,https://www.carlsgolfland.com/media/catalog/product/c/a/callaway_chev_14_cart_bag_5122133_white.jpg,Sports;Sports/Golf;Sports/Golf/Golf Accessories;,209.99,USD,184.99,184.99,TRUE,,Callaway,Callaway,4418826,,4418826,White,,,New,https://www.carlsgolfland.com/callaway-chev-14-cart-bag-2022?product=163133,https://track.flexlinks.com/p.ashx?foc=101&fopid=1336554.185857.156052.20C5.BA11CADEE9BD3712.4418826
3267,181633.156052.2096.77B0232390C2A22A.GU045T200001B5XXL,"Beretta | Stryker Combat Shirt in Mojave Desert, Cotton/Polartec/Velcro, Size: 2XL",,"Stryker Combat Shirt to wear with a plate carrier or any type of vest. Stryker Combat Shirt The top part and the sleeves are made of nylon and cotton ripstop granting maximum durability. The body is made of 159g Polartec Power Grid granting maximum breathability. Polartec's patented grid construction knit strengthens performance efficiency by increasing warmth and breathability, while also reducing fabric mass. The geometric patterns improve compressibility, wicking, and add technical style. The Stryker Combat Shirt can be combined with the BDU Field Pants and the BDU Field Shorts. Details: Half-zip closure with YKK zip Pockets with zip and Velcro patch on the sleeve Elbow pad pockets Velcro regulation on the wrist Embroidered Beretta Logo Fit: Slim fit Beretta | Stryker Combat Shirt in Mojave Desert, Cotton/Polartec/Velcro, Size: 2XL",212,Apparel & Accessories > Clothing > Shirts & Tops,https://www.beretta.com/en-us/assets/0/15/GU045T200001B5_FRONT.jpg,Hunting & Shooting;Hunting & Shooting/Hunting Clothing;Hunting & Shooting/Hunting Clothing/Hunting Shirts & Tops;,99,USD,64.99,64.99,TRUE,,Beretta,Beretta,GU045T200001B5XXL-m,82442927411,GU045T200001B5XXL,Mojave Desert,,2XL,New,https://www.beretta.com/en-us/stryker-combat-shirt-mojave-desert-xxl/gu045t200001b5xxl/,https://track.flexlinks.com/p.ashx?foc=101&fopid=1336554.181633.156052.2096.77B0232390C2A22A.GU045T200001B5XXL
25864,160704.156074.7F09681D42B6E4A8.C4457525BEC19BFD.749005735,Redding Seater Dies - Seater Die 240 Weatherby Mag,,"The Redding Seating Die includes bullet guide, built-in crimp ring and the proper seating plug.  All dies are made using the finest alloy steels obtainable and machined on Hardinge Super-Precision lathes capable of holding the tightest tolerances in the industry. Heat treated in atmospherically controlled furnaces and hand polished for smooth, flawless functioning, these dies will maintain tolerances and last a lifetime. Inspected and ultrasonically cleaned before packaging. Mfg: Redding",503026,Mature > Weapons > Gun Care & Accessories > Reloading Supplies & Equipment,https://www.brownells.com/userdocs/skus/p_749005735_1.jpg,"Guns, Ammo & Optics;Guns, Ammo & Optics/Ammo & Storage;Guns, Ammo & Optics/Ammo & Storage/Reloading Supplies;",67.99,,40.09,40.09,TRUE,,,Redding,92232,611760922329,749005735,,,,New,https://www.brownells.com/reloading/reloading-dies/rifle-dies/seater-die-240-weatherby-mag-sku749005735-33293-69185.aspx,https://track.flexlinks.com/p.ashx?foc=101&fopid=1336554.160704.156074.7F09681D42B6E4A8.C4457525BEC19BFD.749005735
36638,161802.156074.AEDE266FF88FCAD6.4A7CDA8D6995859.193177127974,Burton Melter Cap,,"Keep your cool on hot summer days in this quick-drying, breathable cap. Let the sun shine and the temps rise. The Burton Melter Hat keeps it light, breathable, and quick-drying for any and all summer happenings. A flexible brim and soft top means it easily stuffs in a pack or your pocket. DRYRIDE nylon fabric is highly breathable, water resistant, and quick drying  bluesign® approved materials use only safe chemicals and reduce impact on both humans and the planet during manufacturing  Flat flexible visor  Adjustable cinch cord with cord lock  One size fits all  Low-profile fit  Imported  Lifetime warranty",,,https://images.the-house.com/burton-melter-cap-true-black-21-thumb.jpg,Men's Accessories;Men's Accessories/Hats & Beanies;,34.95,,13.84,13.84,TRUE,,,Burton,22534100001,,193177127974,True Black,,,New,https://www.the-house.com/bummoone788zz-burton-caps,https://track.flexlinks.com/p.ashx?foc=101&fopid=1336554.161802.156074.AEDE266FF88FCAD6.4A7CDA8D6995859.193177127974
102409,213318.2.AB88E2261667EF7F.397F90A282FF4C1F.194578028303,"PUMA Tailored Jackpot Golf Pants 14032947- Antique Bronze 30"" 34""",,"PUMA Tailored Jackpot Golf PantsThe Jackpot pants and shorts are the best we've ever made and we've named them accordingly. When you wear them, you'll know you hit the jackpot.The Tailored Jackpot Pant is our best tailored pant yet. Created with technical fabrics that wick moisture away from the skin to help keep you dry and comfortable and a new, lighter mesh stretch waistband with silicone gripper tape to keep your shirt tucked in, floral-inspired printed pocketbags, and on-seam pockets. These versatile pants are suitable for on and off course wear.SPECIFICATIONS100% polyesterMoisture wicking finishStretch waistband",1043,Sporting Goods > Outdoor Recreation > Golf,https://worldwidegolf.vteximg.com.br/arquivos/ids/9757723_2,Sports;Sports/Golf;Sports/Golf/Golf Clothing;,84.99,USD,62.99,62.99,TRUE,,Puma,Puma,194578028303,194578028303,194578028303,antique bronze,,34 W,new,http://tracking.searchmarketing.com/click.asp?aid=520008760000950808,https://track.flexlinks.com/p.ashx?foc=101&fopid=1336554.213318.2.AB88E2261667EF7F.397F90A282FF4C1F.194578028303
6084,185857.156052.20C5.7DF44C8D384F8E5F.4359742,Cobra Radspeed Driver in Blue | Right | Size S | 9.0,,"The Cobra RADSPEED Driver features a compact 460cc shape and forward-biased RADIAL WEIGHTING, with 28g positioned as forward as possible (16g of fixed weight and 12g of adjustable weight) to deliver the fastest ball speeds, lowest spin, and the most workability of the three Cobra RADSPEED driver models. An additional 10 grams of weight positioned in the back (8g of fixed weight and 2g of adjustable weight) create the perfect balance of RAD speed and forgiveness. All of the aforementioned performance enhancing weight distribution was made possible because of two key pieces of technology. Cobra's refined T-Bar Chassis is 7 grams lighter, and the Carbon Wrap Crown system utilizes a new material that is 30% thinner, creating an additional 6 grams of discretionary weight. Cobra's explosive CNC Milled Infinity Face moves forward into the RADSPEED Driver. This unique face design expands the milled area by 95%, increasing the zone of maximum ball speed. Three stock shaft options are available, including the mid launch/mid spin Fujikura Motore X F3, mid launch/low spin Project X HZRDUS RDX Blue, and the low launch/low spin Fujikura Motore X F1. The stock grip is Lamkin's Crossline Connect, which features an Arccos Caddie sensor that allows you to track your on-course performance via the Arccos Caddie app. Cobra RADSPEED Driver - Peacoat/Red Features: Compact 460cc shape RADSPEED frame with 28g position as forward as possible (16g fixed, 12g adjustable) to deliver ultra low spin and Cobra's fastest ball speeds Additional 10g of weight positioned in the back (8g fixed, 2g adjustable) for the perfect balance of speed and forgiveness CNC Milled Infinity Face design expands the milled area by 95%, increasing the zone of maximum ball speed Refined T-Bar Speed Chassis is 7 grams lighter, giving Cobra more discretionary weight to decrease spin and increase speed Carbon Wrap Crown system has new carbon fiber that is 30% thinner for an additional 6 grams of discretionary weight to opt",1046,Sporting Goods > Outdoor Recreation > Golf > Golf Clubs,https://www.carlsgolfland.com/media/catalog/product/c/o/cobra_radspeed_driver_peacoat_red_hero.jpg,"Sports;Sports/Golf;Sports/Golf/Drivers, Woods & Hybrids;",449.99,USD,249,249,TRUE,,Cobra,Cobra,4359742,,4359742,Blue,,S - 9.0,New,https://www.carlsgolfland.com/cobra-radspeed-driver-peacoat-red?product=102154,https://track.flexlinks.com/p.ashx?foc=101&fopid=1336554.185857.156052.20C5.7DF44C8D384F8E5F.4359742
25446,160704.156074.7F09681D42B6E4A8.EBC901022DB0EE5A.100044007,Ameriglo Haven  Handgun Red Dot Sights - Haven  Red Dot Sight 5.0 Moa Dot Reticle Black,,"The AMERIGLO Haven is designed for the good guys. It offers everyday reliability, for everyday carry, in any environment. Defending your family and your home requires 24/7 reliability, immediate target acquisition, intuitive controls, and innovative electronics you can trust to work every time.  The HAVEN is guaranteed to survive continuous firing and recoil from today's harshest handguns and compatible with today's most common IWB/OWB holsters. Ready for immediate install on today's most popular optics-ready pistols, the HAVEN uses the Trijicon RMR footprint. Its Hi-IQ electronics ensure a 1-year battery life on a constant mid/high set Mfg: Ameriglo",503021,Mature > Weapons > Gun Care & Accessories > Gun Cleaning,https://www.brownells.com/userdocs/skus/p_100-044-007_1.jpg,"Guns, Ammo & Optics;Guns, Ammo & Optics/Gun Accessories;Guns, Ammo & Optics/Gun Accessories/Other Gun Accessories;",284.99,,229.99,229.99,TRUE,,,Ameriglo,HVN02,2-BO30606SAT,100044007,,,,New,https://www.brownells.com/optics-mounting/electronic-sights/red-dot-sights/haven-red-dot-sight-5-0-moa-dot-reticle-black-sku100044007-144897-262517.aspx,https://track.flexlinks.com/p.ashx?foc=101&fopid=1336554.160704.156074.7F09681D42B6E4A8.EBC901022DB0EE5A.100044007
6222,185857.156052.20C5.10CCD833E9654655.4364320,"Puma Men's Ignite Fasten8 Golf Shoes, Nylon in Navy/Silver/Quiet Shade, Size 13",,"html-body [data-pb-style=AY3CHPV]{justify-content:flex-start;display:flex;flex-direction:column;background-position:left top;background-size:cover;background-repeat:no-repeat;background-attachment:scroll;border-style:none;border-width:1px;border-radius:0;margin:0 0 10px;padding:10px}html-body [data-pb-style=B0XHT5E]{border-style:none;border-width:1px;border-radius:0;margin:0;padding:0}As the name suggests, the Puma IGNITE Fasten8 Golf Shoes feature Puma's Fasten8 PWRStrap Fit System. This all-new design consists of advanced webbing straps through which the shoe is laced. When the laces are tightened, the Fasten8 lacing system wraps around the foot to provide a secure, glove-like fit. The lightweight, strong PWRCAGE saddle integrates seamlessly with the webbing straps, keeping you stable and planted throughout your swing. Puma backs the IGNITE Fasten8 with a 1-year waterproof warranty. Puma IGNITE Fasten8 Golf Shoes - Navy Blazer/Puma Silver/Quiet Shade Feature: Waterproof, breathable performance mesh and TPU upper Fasten8 PWRStrap Fit System: Advanced nylon webbing straps integrated with lacing system wrap the foot for a locked down feel IGNITE Foam: Revolutionary midsole foam provides energy return, responsive comfort and stable cushioning PWRFRAME: Ultra-thin TPU frame strategically placed in high stress areas on upper for support and increased stability Organically Altered Traction: Directional lugs inspired by nature and in the proper zones increase traction for more grip and power SoleShield: Micro-thin TPU film vacuum forged around the midsole for durability and makes cleaning off dirt a breeze 1-Year Waterproof Warranty Authorized Puma Retailer Buy Puma IGNITE Fasten8 Golf Shoes | Puma Men's Ignite Fasten8 Golf Shoes, Nylon in Navy/Silver/Quiet Shade, Size 13",1933,Apparel & Accessories > Shoe Accessories,https://www.carlsgolfland.com/media/catalog/product/p/u/puma_ignite_fasten8_golf_shoes_193000_04_hero.jpg,Sports;Sports/Golf;Sports/Golf/Golf Shoes;,119.99,USD,69.99,69.99,TRUE,,Puma,Puma,4364320,,4364320,Navy/Silver/Quiet Shade,,13,New,https://www.carlsgolfland.com/puma-ignite-fasten8-golf-shoes-navy-blazer-puma-silver-quiet-shade?product=107180,https://track.flexlinks.com/p.ashx?foc=101&fopid=1336554.185857.156052.20C5.10CCD833E9654655.4364320
14749,185857.156052.20C5.CCBB00C17D5B5853.4466129,"Puma Men's Mattr Foliage Golf Polo, Polyester/Elastane in Dusty Aqua/Purple Charcoal, Size S",,"html-body [data-pb-style=EYC31RX]{justify-content:flex-start;display:flex;flex-direction:column;background-position:left top;background-size:cover;background-repeat:no-repeat;background-attachment:scroll}The PUMA MATTR Foliage Golf Polo showcases an all-over small scale ditsy print of leaves on PUMA's MATTR performance fabric designed for the highest level of comfort no matter the activity. This moisture-wicking, fast-drying, stretchy material will have you performing at your best, all while UV resistant 40+ UPF protects your skin from the sun's harmful rays. PUMA MATTR Foliage Golf Polo Features: MATTR fabric Moisture-wicking Fast-drying Four-way stretch Lightweight and breathable Small scale ditsy print of leaves UV resistant 40+ UPF Single jersey Machine washable 92% Recycled Polyester  8% Elastane Style Number: 535450 Authorized PUMA Retailer Buy PUMA MATTR Golf Shirts | Puma Men's Mattr Foliage Golf Polo, Polyester/Elastane in Dusty Aqua/Purple Charcoal, Size S",212,Apparel & Accessories > Clothing > Shirts & Tops,https://www.carlsgolfland.com/media/catalog/product/p/u/puma_mattr_foliage_golf_polo_535450_01_dusty_aqua_purple_charcoal_hero.jpg,Sports;Sports/Golf;Sports/Golf/Golf Clothing;,71.99,USD,59.99,59.99,TRUE,,Puma,Puma,4466129,,4466129,Dusty Aqua/Purple Charcoal,,S,New,https://www.carlsgolfland.com/puma-mattr-foliage-golf-polo?product=207166,https://track.flexlinks.com/p.ashx?foc=101&fopid=1336554.185857.156052.20C5.CCBB00C17D5B5853.4466129
38557,161802.156074.AEDE266FF88FCAD6.193957350B5BA18.194904344848,The North Face Packable Wind Jacket,,The North Face Packable Wind Jacket,,,https://images.the-house.com/tnf-packable-wind-jacket-kids-vintage-white-21-thumb.jpg,Clothing;Clothing/Jackets & Coats;,58.95,,27.79,27.79,TRUE,,,The North Face,NF0A53CQ11P,,194904344848,Vintage White,,,New,https://www.the-house.com/thpwkntgxx230zz-the-north-face-casual-jackets,https://track.flexlinks.com/p.ashx?foc=101&fopid=1336554.161802.156074.AEDE266FF88FCAD6.193957350B5BA18.194904344848
50063,163572.156074.BE8E64811E10C72A.7B2FA6112BB796D4.5174293,Dakine Men's Skyline Mitt,,"The Dakine Men's Skyline Mitt is a versatile mitt for warm hands on the mountain and easy texting when kicking it around the mountain town. A nylon and polyurethane shell offers durability and grip, while a durable water repellent finish sheds light moisture before it has a chance to start soaking in. A High-loft, 110g fill of synthetic Insulation surrounds each hand with plenty of warmth and a cozy tricot lining is against the skin. Even better, a removable liner glove gives access to your fingers, without exposing skin. Sure, you can take the mitt off to text, or just flip the top down via the zipper. Features of the Dakine Men's Skyline Mitt Classic chopper mitt style and insulated warmth for the mountain High-loft synthetic fill and a removable liner to keep your digits warm Leather details give it the chopper look, while a touchscreen-ready lining keeps you tuned in without baring flesh PALM: 60% nylon, 40% polyurethane Top of hand zipper for quick liner access Removable wrist leash",,,https://s7ondemand1.scene7.com/is/image/MoosejawMB/10441650x1012905_zm?$product1000$,Men's Accessories;Men's Accessories/Gloves & Mittens;,64.95,,27.99,27.99,TRUE,,,Dakine,10002537,610934300055,5174293,Black,male,Large,New,https://www.moosejaw.com/product/dakine-men-s-skyline-mitt_10441650,https://track.flexlinks.com/p.ashx?foc=101&fopid=1336554.163572.156074.BE8E64811E10C72A.7B2FA6112BB796D4.5174293
